,Symptom,Population_density
632,d,3169.308135
633,a,3169.308135
634,c,3169.308135
635,a,3169.308135
637,a,3169.308135
638,e,3169.308135
639,b,3169.308135
640,e,3169.308135
641,b,3169.308135
642,a,3169.308135
643,e,3169.308135
644,b,3169.308135
645,c,3169.308135
646,a,3169.308135
647,c,3169.308135
648,a,3169.308135
649,a,3169.308135
650,e,3169.308135
651,c,3169.308135
652,e,3169.308135
653,b,3169.308135
654,c,3169.308135
656,c,3169.308135
657,e,3169.308135
658,a,3169.308135
659,c,3169.308135
660,a,3169.308135
661,c,3169.308135
663,d,3169.308135
664,b,3169.308135
665,a,3169.308135
666,e,3169.308135
667,a,3169.308135
668,c,3169.308135
669,e,3169.308135
670,a,3169.308135
671,e,3169.308135
672,b,3169.308135
673,d,3169.308135
677,e,3169.308135
679,c,3169.308135
680,c,3169.308135
681,c,3169.308135
683,e,3169.308135
684,e,3169.308135
686,d,3169.308135
687,b,3169.308135
688,e,3169.308135
690,b,3169.308135
691,e,3169.308135
693,b,3169.308135
694,a,3169.308135
695,a,3169.308135
696,b,3169.308135
697,a,3169.308135
698,a,3169.308135
699,c,3169.308135
700,c,3169.308135
701,e,3169.308135
702,e,3169.308135
703,b,3169.308135
704,e,3169.308135
705,a,3169.308135
706,a,3169.308135
708,a,3169.308135
709,b,3169.308135
710,a,3169.308135
711,a,3169.308135
712,a,3169.308135
713,c,3169.308135
714,e,3169.308135
715,e,3169.308135
716,e,3169.308135
717,e,3169.308135
718,c,3169.308135
719,c,3169.308135
720,c,3169.308135
721,c,3169.308135
722,a,3169.308135
723,a,3169.308135
724,c,3169.308135
725,a,3169.308135
726,e,3169.308135
727,b,3169.308135
728,e,3169.308135
732,c,3169.308135
734,e,3169.308135
736,c,3169.308135
737,c,3169.308135
738,e,3169.308135
740,c,3169.308135
742,d,3169.308135
743,e,3169.308135
745,a,3169.308135
746,c,3169.308135
749,a,3169.308135
750,c,3169.308135
752,e,3169.308135
754,e,3169.308135
755,b,3169.308135
756,d,3169.308135
758,b,3169.308135
759,c,3169.308135
760,e,3169.308135
761,e,3169.308135
762,b,3169.308135
763,a,3169.308135
764,b,3169.308135
766,c,3169.308135
767,e,3169.308135
768,d,3169.308135
769,a,3169.308135
770,e,3169.308135
772,c,3169.308135
773,b,3169.308135
774,a,3169.308135
777,b,3169.308135
778,b,3169.308135
779,b,3169.308135
780,a,3169.308135
782,e,3169.308135
783,c,3169.308135
784,e,3169.308135
785,e,3169.308135
786,c,3169.308135
787,c,3169.308135
789,b,3169.308135
790,d,3169.308135
791,e,3169.308135
793,a,3169.308135
794,a,3169.308135
795,a,3169.308135
796,b,3169.308135
798,e,3169.308135
799,a,3169.308135
800,d,3169.308135
801,a,3169.308135
5715,c,3203
5966,b,3203
6327,b,3203
7548,a,3203
7878,a,3203
7908,b,3203
7959,c,3203
8456,a,3203
8544,b,3203
8821,a,3203
8880,a,3203
8888,c,3203
8899,a,3203
9046,a,3203
9145,a,3203
9494,a,3203
9697,a,3203
9713,b,3203
10055,c,3203
10076,c,3203
10720,b,3203
10799,a,3203
10801,c,3203
10861,b,3203
10880,a,3203
10973,a,3203
6520,a,3206.705287
6649,a,3206.705287
6660,a,3206.705287
6673,b,3206.705287
6707,a,3206.705287
6861,b,3206.705287
6993,a,3206.705287
7916,a,3206.705287
8587,c,3206.705287
8604,a,3206.705287
9254,e,3206.705287
10066,a,3206.705287
10223,a,3206.705287
10264,c,3206.705287
10289,e,3206.705287
10482,a,3206.705287
11129,e,3206.705287
8369,a,3208.331177
9607,e,3208.331177
10169,b,3214.954603
5005,c,3226.422041
5028,a,3226.422041
5086,b,3226.422041
5087,a,3226.422041
5132,a,3226.422041
5135,d,3226.422041
5144,e,3226.422041
5156,a,3226.422041
5167,e,3226.422041
5171,e,3226.422041
5179,e,3226.422041
5202,a,3226.422041
5218,b,3226.422041
5226,e,3226.422041
5254,b,3226.422041
5269,e,3226.422041
5295,a,3226.422041
5296,e,3226.422041
5302,a,3226.422041
7436,e,3231.577464
11306,a,3231.577464
2359,b,3255.801317
2360,e,3255.801317
2367,a,3255.801317
2374,a,3255.801317
2392,a,3255.801317
2394,e,3255.801317
2396,b,3255.801317
2403,e,3255.801317
2406,c,3255.801317
2410,a,3255.801317
2412,a,3255.801317
2417,e,3255.801317
4453,a,3255.801317
4460,a,3255.801317
4463,a,3255.801317
4465,a,3255.801317
4466,a,3255.801317
4471,e,3255.801317
4472,a,3255.801317
4473,b,3255.801317
4476,b,3255.801317
4489,a,3255.801317
4501,e,3255.801317
4502,b,3255.801317
4507,c,3255.801317
4517,b,3255.801317
5835,b,3284.687374
6506,a,3284.687374
7629,a,3284.687374
7950,b,3284.687374
8437,b,3284.687374
8978,a,3284.687374
10985,a,3284.687374
502,a,3294
1298,e,3308.427718
1300,a,3308.427718
7962,e,3360.559382
8088,e,3360.559382
9897,a,3360.559382
10784,b,3360.559382
11277,a,3360.559382
6465,c,3380.193258
6903,a,3380.193258
6940,e,3380.193258
7267,b,3380.193258
7700,b,3380.193258
8797,b,3380.193258
9037,e,3380.193258
9139,e,3380.193258
9182,e,3380.193258
9214,e,3380.193258
9294,e,3380.193258
9567,e,3380.193258
9581,e,3380.193258
5810,a,3385.899905
8297,c,3385.899905
578,b,3388.138593
586,e,3388.138593
8257,a,3394.016262
9135,a,3394.016262
9342,b,3394.016262
10733,d,3394.016262
585,d,3412.477001
899,b,3472.821785
622,a,3492.712313
6394,d,3513.459397
6466,a,3513.459397
7337,a,3513.459397
9431,e,3513.459397
9847,a,3513.459397
10072,b,3513.459397
10204,c,3513.459397
11117,b,3513.459397
1283,b,3537.09272
1288,a,3537.09272
433,a,3543.345616
10691,c,3543.670244
303,a,3554.981706
8140,e,3557.559496
10548,a,3557.559496
7980,b,3572.178366
8040,b,3572.178366
10027,a,3572.178366
10607,a,3572.178366
10618,a,3572.178366
10660,b,3572.178366
8425,e,3629.531719
9758,c,3629.531719
9955,a,3629.531719
10160,b,3629.531719
5640,b,3647.815103
5763,e,3647.815103
5801,a,3647.815103
5809,a,3647.815103
5971,b,3647.815103
6089,e,3647.815103
6344,e,3647.815103
6556,b,3647.815103
6589,c,3647.815103
7032,a,3647.815103
7087,a,3647.815103
7091,a,3647.815103
7105,a,3647.815103
7173,c,3647.815103
7559,d,3647.815103
7937,a,3647.815103
8558,a,3647.815103
8681,c,3647.815103
8830,a,3647.815103
8848,b,3647.815103
9338,e,3647.815103
9612,e,3647.815103
9627,e,3647.815103
9826,b,3647.815103
10069,c,3647.815103
10199,c,3647.815103
10242,b,3647.815103
11207,c,3647.815103
8803,a,3649.719612
1301,b,3663.147492
5919,e,3729.997277
6072,b,3729.997277
6285,a,3729.997277
7257,c,3729.997277
8232,a,3729.997277
9302,b,3729.997277
9911,e,3729.997277
10431,a,3729.997277
10737,e,3729.997277
11174,d,3729.997277
5804,c,3732.083111
5846,b,3732.083111
5892,b,3732.083111
6226,a,3732.083111
6263,a,3732.083111
6634,a,3732.083111
6711,e,3732.083111
7444,a,3732.083111
7880,b,3732.083111
8216,c,3732.083111
8475,a,3732.083111
8735,a,3732.083111
9193,b,3732.083111
9215,b,3732.083111
9454,e,3732.083111
9763,a,3732.083111
9997,a,3732.083111
11096,a,3732.083111
11133,a,3732.083111
10383,a,3740.301703
514,b,3758.157819
526,e,3908.536941
6049,b,3911
7830,b,3911
8348,b,3911
9149,a,3911
9324,e,3911
9674,e,3911
10947,a,3911
11057,b,3911
5999,a,3911.637279
8047,e,3911.637279
8308,a,3911.637279
10052,b,3911.637279
5730,a,3948.391703
5975,a,3948.391703
6180,a,3948.391703
7595,b,3948.391703
7884,a,3948.391703
8396,a,3948.391703
8573,b,3948.391703
9998,e,3948.391703
10134,a,3948.391703
10275,e,3948.391703
10276,e,3948.391703
10277,e,3948.391703
10019,e,3956
10044,e,3956
10703,a,3956
636,a,3993.788354
5878,b,4012.693145
8126,c,4012.693145
9174,b,4012.693145
9362,a,4012.693145
10449,a,4012.693145
10568,b,4012.693145
7496,b,4029.248556
7282,a,4037.163326
8487,a,4037.163326
6605,a,4047.479288
7510,a,4047.479288
8017,a,4047.479288
8402,b,4047.479288
11136,a,4047.479288
6586,a,4052.111588
6922,a,4052.111588
7480,e,4052.111588
7486,a,4052.111588
7766,a,4052.111588
8890,a,4052.111588
9991,c,4052.111588
434,a,4125.813858
5656,b,4159.651431
5787,a,4159.651431
5886,d,4159.651431
6408,a,4159.651431
6454,c,4159.651431
6867,c,4159.651431
6882,a,4159.651431
6937,e,4159.651431
7292,a,4159.651431
7468,b,4159.651431
7573,a,4159.651431
7611,a,4159.651431
7918,a,4159.651431
8005,b,4159.651431
8206,a,4159.651431
8337,c,4159.651431
8569,d,4159.651431
9044,d,4159.651431
9744,b,4159.651431
9883,a,4159.651431
10024,e,4159.651431
10128,a,4159.651431
10157,e,4159.651431
10396,a,4159.651431
10781,b,4159.651431
11217,a,4159.651431
7761,c,4163
8085,a,4163
8638,a,4163
8725,c,4163
8818,c,4163
8870,a,4163
9671,c,4163
9915,b,4163
10346,b,4163
10492,a,4163
10940,e,4163
907,a,4198.565455
1284,e,4211
432,a,4226.729667
10200,a,4231
1878,a,4238.455267
1879,a,4238.455267
1880,a,4238.455267
1881,b,4238.455267
1882,a,4238.455267
1883,a,4238.455267
1884,a,4238.455267
1885,e,4238.455267
1886,e,4238.455267
1887,e,4238.455267
1888,a,4238.455267
1889,a,4238.455267
1890,b,4238.455267
1891,d,4238.455267
1892,a,4238.455267
1893,b,4238.455267
1894,a,4238.455267
1895,c,4238.455267
1896,a,4238.455267
1897,d,4238.455267
1898,e,4238.455267
1899,a,4238.455267
1900,a,4238.455267
1901,a,4238.455267
1902,b,4238.455267
1903,a,4238.455267
1904,a,4238.455267
1905,a,4238.455267
1906,c,4238.455267
1907,a,4238.455267
1908,e,4238.455267
1909,b,4238.455267
1910,b,4238.455267
1911,e,4238.455267
1912,b,4238.455267
1913,e,4238.455267
1914,a,4238.455267
1915,e,4238.455267
1916,a,4238.455267
1917,a,4238.455267
1918,b,4238.455267
1919,e,4238.455267
1920,a,4238.455267
1921,e,4238.455267
1922,c,4238.455267
1923,b,4238.455267
1924,a,4238.455267
1925,a,4238.455267
1926,c,4238.455267
1927,a,4238.455267
1928,e,4238.455267
1929,a,4238.455267
1930,b,4238.455267
1931,b,4238.455267
1932,a,4238.455267
1933,e,4238.455267
1934,b,4238.455267
1935,a,4238.455267
1936,c,4238.455267
1937,a,4238.455267
1938,a,4238.455267
1939,c,4238.455267
1940,e,4238.455267
1941,a,4238.455267
1942,c,4238.455267
1943,e,4238.455267
1944,a,4238.455267
1945,a,4238.455267
1946,a,4238.455267
1947,b,4238.455267
1948,a,4238.455267
1949,a,4238.455267
1950,a,4238.455267
1951,b,4238.455267
1952,b,4238.455267
1953,e,4238.455267
1954,a,4238.455267
1955,a,4238.455267
1956,e,4238.455267
1957,a,4238.455267
1958,a,4238.455267
1959,b,4238.455267
1960,b,4238.455267
1961,c,4238.455267
1962,b,4238.455267
1963,a,4238.455267
1964,a,4238.455267
1965,a,4238.455267
1966,e,4238.455267
1967,b,4238.455267
1968,a,4238.455267
1969,a,4238.455267
1970,a,4238.455267
1971,b,4238.455267
1972,b,4238.455267
1973,b,4238.455267
1974,a,4238.455267
1975,a,4238.455267
1976,a,4238.455267
1977,a,4238.455267
1978,e,4238.455267
1979,a,4238.455267
1980,a,4238.455267
1981,b,4238.455267
1982,a,4238.455267
1983,a,4238.455267
1984,e,4238.455267
1985,a,4238.455267
1986,c,4238.455267
1987,a,4238.455267
1988,b,4238.455267
1989,a,4238.455267
1990,e,4238.455267
1991,b,4238.455267
1992,d,4238.455267
1993,a,4238.455267
1994,a,4238.455267
1995,a,4238.455267
1996,e,4238.455267
1997,a,4238.455267
1998,c,4238.455267
1999,a,4238.455267
2000,b,4238.455267
2001,e,4238.455267
2002,a,4238.455267
2003,a,4238.455267
2004,a,4238.455267
2005,e,4238.455267
2006,a,4238.455267
2007,a,4238.455267
2008,a,4238.455267
2009,a,4238.455267
2010,a,4238.455267
2011,a,4238.455267
2012,e,4238.455267
2013,a,4238.455267
2014,b,4238.455267
2015,a,4238.455267
2016,b,4238.455267
2017,a,4238.455267
2018,e,4238.455267
2019,e,4238.455267
2020,a,4238.455267
2021,b,4238.455267
2022,e,4238.455267
2023,d,4238.455267
2024,e,4238.455267
2025,a,4238.455267
2026,a,4238.455267
2027,c,4238.455267
2028,c,4238.455267
2029,b,4238.455267
2030,e,4238.455267
2031,e,4238.455267
2032,b,4238.455267
2033,a,4238.455267
2034,e,4238.455267
2035,e,4238.455267
2036,b,4238.455267
2037,a,4238.455267
2038,a,4238.455267
2039,a,4238.455267
2040,a,4238.455267
2041,a,4238.455267
2042,c,4238.455267
2043,a,4238.455267
2044,b,4238.455267
2045,e,4238.455267
2046,c,4238.455267
2047,b,4238.455267
2048,b,4238.455267
2049,e,4238.455267
2050,a,4238.455267
2051,a,4238.455267
2052,e,4238.455267
2053,b,4238.455267
2054,e,4238.455267
2055,a,4238.455267
2056,b,4238.455267
2057,d,4238.455267
2058,b,4238.455267
3900,a,4238.455267
3901,a,4238.455267
3902,c,4238.455267
3903,e,4238.455267
3904,e,4238.455267
3905,c,4238.455267
3906,a,4238.455267
3907,d,4238.455267
3908,a,4238.455267
3909,a,4238.455267
3910,a,4238.455267
3911,b,4238.455267
3912,c,4238.455267
3913,c,4238.455267
3914,a,4238.455267
3915,b,4238.455267
3916,e,4238.455267
3917,e,4238.455267
3918,a,4238.455267
3919,e,4238.455267
3920,e,4238.455267
3921,b,4238.455267
3922,a,4238.455267
3923,a,4238.455267
3924,a,4238.455267
3925,e,4238.455267
3926,a,4238.455267
3927,a,4238.455267
3928,a,4238.455267
3929,e,4238.455267
3930,c,4238.455267
3931,a,4238.455267
3932,a,4238.455267
3933,e,4238.455267
3934,a,4238.455267
3935,b,4238.455267
3936,a,4238.455267
3937,a,4238.455267
3938,a,4238.455267
3939,b,4238.455267
3940,b,4238.455267
3941,b,4238.455267
3942,b,4238.455267
3943,c,4238.455267
3944,a,4238.455267
3945,b,4238.455267
3946,e,4238.455267
3947,c,4238.455267
3948,b,4238.455267
3949,a,4238.455267
3950,a,4238.455267
3951,e,4238.455267
3952,b,4238.455267
3953,a,4238.455267
3954,a,4238.455267
3955,a,4238.455267
3956,a,4238.455267
3957,b,4238.455267
3958,a,4238.455267
3959,e,4238.455267
3960,a,4238.455267
3961,a,4238.455267
3962,e,4238.455267
3963,e,4238.455267
3964,a,4238.455267
3965,a,4238.455267
3966,a,4238.455267
3967,e,4238.455267
3968,a,4238.455267
3969,a,4238.455267
3970,a,4238.455267
3971,a,4238.455267
3972,e,4238.455267
3973,e,4238.455267
3974,d,4238.455267
3975,d,4238.455267
3976,a,4238.455267
3977,e,4238.455267
3978,a,4238.455267
3979,a,4238.455267
3980,a,4238.455267
3981,a,4238.455267
3982,b,4238.455267
3983,a,4238.455267
3984,a,4238.455267
3985,a,4238.455267
3986,b,4238.455267
3987,a,4238.455267
3988,b,4238.455267
3989,a,4238.455267
3990,b,4238.455267
3991,c,4238.455267
3992,c,4238.455267
3993,e,4238.455267
3994,a,4238.455267
3995,a,4238.455267
3996,a,4238.455267
3997,d,4238.455267
3998,a,4238.455267
3999,b,4238.455267
4000,b,4238.455267
4001,a,4238.455267
4002,b,4238.455267
4003,e,4238.455267
4004,b,4238.455267
4005,a,4238.455267
4006,e,4238.455267
4007,a,4238.455267
4008,a,4238.455267
4009,c,4238.455267
4010,a,4238.455267
4011,a,4238.455267
4012,a,4238.455267
4013,c,4238.455267
4014,c,4238.455267
4015,e,4238.455267
4016,a,4238.455267
4017,b,4238.455267
4018,a,4238.455267
4019,b,4238.455267
4020,c,4238.455267
4021,a,4238.455267
4022,a,4238.455267
4023,b,4238.455267
4024,a,4238.455267
4025,a,4238.455267
4026,a,4238.455267
4027,a,4238.455267
4028,a,4238.455267
4029,b,4238.455267
4030,a,4238.455267
4031,a,4238.455267
4032,d,4238.455267
4033,e,4238.455267
4034,c,4238.455267
4035,b,4238.455267
4036,c,4238.455267
4037,a,4238.455267
4038,e,4238.455267
4039,b,4238.455267
4040,a,4238.455267
4041,c,4238.455267
4042,a,4238.455267
4043,a,4238.455267
4044,b,4238.455267
4045,b,4238.455267
4046,a,4238.455267
4047,a,4238.455267
4048,b,4238.455267
4049,a,4238.455267
4050,a,4238.455267
4051,a,4238.455267
4052,a,4238.455267
4053,b,4238.455267
4054,a,4238.455267
4055,a,4238.455267
4056,a,4238.455267
4057,a,4238.455267
4058,b,4238.455267
4059,e,4238.455267
4060,b,4238.455267
4061,c,4238.455267
4062,b,4238.455267
4063,a,4238.455267
4064,a,4238.455267
4065,a,4238.455267
4066,b,4238.455267
4067,a,4238.455267
4068,a,4238.455267
4069,a,4238.455267
4070,a,4238.455267
4071,a,4238.455267
4072,a,4238.455267
4073,e,4238.455267
4074,a,4238.455267
4075,e,4238.455267
4076,a,4238.455267
4077,d,4238.455267
4078,b,4238.455267
4079,c,4238.455267
4080,b,4238.455267
4081,a,4238.455267
4082,b,4238.455267
4083,a,4238.455267
4084,a,4238.455267
4085,a,4238.455267
4086,d,4238.455267
4087,a,4238.455267
4088,d,4238.455267
4089,a,4238.455267
4090,a,4238.455267
9197,c,4241.100818
6720,a,4304.777827
9387,a,4304.777827
7028,a,4351
9063,e,4351
8417,b,4368
9133,b,4368
10724,e,4368
7648,a,4380.293791
8730,c,4380.293791
9683,c,4380.293791
10366,e,4380.293791
10623,c,4380.293791
10968,a,4380.293791
5630,b,4390.330641
5825,a,4390.330641
5832,e,4390.330641
6110,a,4390.330641
6260,c,4390.330641
6320,a,4390.330641
6723,b,4390.330641
6845,a,4390.330641
7387,e,4390.330641
7673,e,4390.330641
7726,a,4390.330641
7825,a,4390.330641
7999,b,4390.330641
8125,c,4390.330641
8373,a,4390.330641
8521,b,4390.330641
8580,e,4390.330641
8623,e,4390.330641
8792,e,4390.330641
8893,a,4390.330641
9067,c,4390.330641
9852,c,4390.330641
9896,a,4390.330641
9922,a,4390.330641
10290,e,4390.330641
10363,c,4390.330641
10609,b,4390.330641
10627,c,4390.330641
10890,e,4390.330641
1205,a,4455.605039
1208,a,4455.605039
6580,a,4521.16952
7006,a,4521.16952
7459,a,4521.16952
9272,a,4521.16952
11257,a,4521.16952
7675,a,4545
10183,a,4545
10564,a,4545
7924,b,4548.951209
8453,a,4548.951209
316,a,4560.948375
319,c,4560.948375
317,b,4588.623285
5752,e,4614.948571
2784,e,4626.402535
2788,e,4626.402535
2790,c,4626.402535
2793,a,4626.402535
2797,a,4626.402535
2799,e,4626.402535
2800,b,4626.402535
2802,e,4626.402535
2804,a,4626.402535
2806,e,4626.402535
2812,a,4626.402535
2814,e,4626.402535
2815,a,4626.402535
2816,b,4626.402535
2817,a,4626.402535
2818,e,4626.402535
2819,a,4626.402535
2820,a,4626.402535
2821,a,4626.402535
2822,b,4626.402535
2823,b,4626.402535
2832,a,4626.402535
2835,b,4626.402535
2837,b,4626.402535
2841,a,4626.402535
2845,e,4626.402535
2846,c,4626.402535
2850,b,4626.402535
2851,a,4626.402535
2852,b,4626.402535
2857,a,4626.402535
2860,e,4626.402535
2861,a,4626.402535
2874,a,4626.402535
2878,a,4626.402535
2887,a,4626.402535
2890,b,4626.402535
2893,b,4626.402535
2899,e,4626.402535
2908,b,4626.402535
2909,a,4626.402535
2910,a,4626.402535
2911,a,4626.402535
2914,e,4626.402535
2918,e,4626.402535
2919,a,4626.402535
2920,a,4626.402535
2924,a,4626.402535
2925,b,4626.402535
2927,e,4626.402535
2930,e,4626.402535
2931,a,4626.402535
2934,a,4626.402535
2938,a,4626.402535
2939,e,4626.402535
2942,a,4626.402535
2943,a,4626.402535
2952,d,4626.402535
2954,a,4626.402535
2955,a,4626.402535
2957,a,4626.402535
2959,b,4626.402535
2961,a,4626.402535
2962,b,4626.402535
2963,a,4626.402535
2965,d,4626.402535
2966,e,4626.402535
2968,a,4626.402535
2970,b,4626.402535
2973,a,4626.402535
2987,e,4626.402535
2990,c,4626.402535
2992,a,4626.402535
2993,a,4626.402535
2995,a,4626.402535
2999,b,4626.402535
3000,b,4626.402535
3006,a,4626.402535
3008,e,4626.402535
4939,e,4626.402535
4943,a,4626.402535
4949,a,4626.402535
4952,a,4626.402535
4954,e,4626.402535
4956,b,4626.402535
4957,d,4626.402535
4958,a,4626.402535
4965,d,4626.402535
4975,e,4626.402535
4981,a,4626.402535
4983,a,4626.402535
4985,a,4626.402535
4986,a,4626.402535
4989,d,4626.402535
4995,e,4626.402535
4999,a,4626.402535
5017,e,4626.402535
5023,a,4626.402535
5027,a,4626.402535
5031,b,4626.402535
5032,a,4626.402535
5038,a,4626.402535
5040,a,4626.402535
5043,a,4626.402535
5044,b,4626.402535
5046,a,4626.402535
5050,a,4626.402535
5055,b,4626.402535
5056,a,4626.402535
5062,a,4626.402535
5065,e,4626.402535
5091,c,4626.402535
5092,a,4626.402535
5097,c,4626.402535
5100,a,4626.402535
5101,e,4626.402535
5110,c,4626.402535
5114,b,4626.402535
5117,a,4626.402535
5119,a,4626.402535
5139,a,4626.402535
5154,a,4626.402535
5162,a,4626.402535
5166,a,4626.402535
5176,e,4626.402535
5181,a,4626.402535
